TYPE_EDC,Category,sub_category,dep_methods,useful_life,ori_currency,acq_cost,exchange,equal_idr,purchase_date,depre_exp,acc_exp,nbv,invoice,po,Printer_S/N,Printer_S/N,node,user,bussines_unit,City,MID,note,parent,Area,Software_Version,application,Merch_Program,T I D,owner
PRINTER,EDC,PRINTER,Straight line,1,IDR,0,,0,1/1/2000,,,,,,74602926,74602926,,aodofficer,Acquiring Operation Department,JAKARTA UTARA,5641700,,42503152,JABODETABEK,,,,33774301,purchase
