TYPE_EDC,Category,sub_category,dep_methods,useful_life,ori_currency,acq_cost,exchange,equal_idr,purchase_date,depre_exp,acc_exp,nbv,invoice,po,Adaptor_S_N,Adaptor_S_N,node,user,bussines_unit,City,MID,note,parent_id,Area,OS,application,Merch_Program,T_I_D,owner
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204693,200204693,,aodofficer,Acquiring Operation Department,Bandung,40966802,,3180674,Bandung,,,,58005503,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204691,200204691,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36667500,,17755897,YOGYAKARTA,,,-,3800 30 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204678,200204678,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961760,Bandung,,,,58004540,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204677,200204677,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961636,Bandung,,,,58004536,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204669,200204669,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961664,Bandung,,,,58004523,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204664,200204664,,aodofficer,Acquiring Operation Department,Bandung,40885800,,2961620,Bandung,,,,57007601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204664,200204664,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961754,Bandung,,,,58004543,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204660,200204660,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961761,Bandung,,,,58004545,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204655,200204655,,aodofficer,Acquiring Operation Department,Bandung,40881600,,2961630,Bandung,,,,57007201,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204650,200204650,,aodofficer,Acquiring Operation Department,Bandung,40956801,,2961754,Bandung,,,,58004551,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204646,200204646,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961802,Bandung,,,,58004527,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204645,200204645,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961677,Bandung,,,,58004532,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204644,200204644,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961635,Bandung,,,,58004509,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204637,200204637,,aodofficer,Acquiring Operation Department,Bandung,40893300,,29616119,Bandung,,,,57008501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204633,200204633,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961756,Bandung,,,,58004544,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204632,200204632,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961659,Bandung,,,,58004522,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204630,200204630,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961803,Bandung,,,,58004529,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204629,200204629,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961661,Bandung,,,,58004510,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204625,200204625,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961680,Bandung,,,,58004533,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204621,200204621,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961679,Bandung,,,,58004538,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204617,200204617,,aodofficer,Acquiring Operation Department,MANADO,79086500,,1.00E+11,MAKASSAR,,,,86006901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204599,200204599,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961658,Bandung,,,,58004520,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204599,200204599,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3085062,Bandung,,,,59107922,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204595,200204595,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961665,Bandung,,,,58004526,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204591,200204591,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961758,Bandung,,,,58004539,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204583,200204583,,aodofficer,Acquiring Operation Department,Bandung,40873200,,2961629,Bandung,,,,57006401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204575,200204575,,aodofficer,Acquiring Operation Department,Kudus,30605309,,2961819,Semarang,,,,52007710,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204566,200204566,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961639,Bandung,,,,58004519,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204561,200204561,,aodofficer,Acquiring Operation Department,Bandung,40891700,,2961625,Bandung,,,,57008301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204554,200204554,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961660,Bandung,,,,58004521,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204547,200204547,,aodofficer,Acquiring Operation Department,Semarang,30605300,,2961681,Semarang,,,,52007701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204544,200204544,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961645,Bandung,,,,58004501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204544,200204544,,aodofficer,Acquiring Operation Department,Semarang,30605305,,2961825,Semarang,,,,52007706,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204543,200204543,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961646,Bandung,,,,58004507,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204533,200204533,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961647,Bandung,,,,58004508,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204522,200204522,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961648,Bandung,,,,58004505,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204521,200204521,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961649,Bandung,,,,58004506,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204515,200204515,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961644,Bandung,,,,58004502,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204514,200204514,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961642,Bandung,,,,58004503,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204505,200204505,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961643,Bandung,,,,58004504,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204504,200204504,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961663,Bandung,,,,58004524,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204501,200204501,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961662,Bandung,,,,58004525,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204495,200204495,,aodofficer,Acquiring Operation Department,Bandung,41139301,,1775823,Bandung,,,,59101502,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204432,200204432,,aodofficer,Acquiring Operation Department,Jambi,94360300,,,Batam,,,,84006001,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204405,200204405,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961633,Bandung,,,,59107932,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204207,200204207,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180650,Bandung,,,,59107608,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204197,200204197,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961613,Bandung,,,,59107614,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204130,200204130,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36480503,,3180787,YOGYAKARTA,,,-,3600 20 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204121,200204121,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36599100,,3569813,YOGYAKARTA,,,-,3700 61 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204100,200204100,,aodofficer,Acquiring Operation Department,MEDAN,50624000,,,MEDAN,,,-,56102501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204097,200204097,,aodofficer,Acquiring Operation Department,MEDAN,50769900,,,MEDAN,,,-,57106701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204095,200204095,,aodofficer,Acquiring Operation Department,MEDAN,50636600,,,MEDAN,,,-,56103701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204091,200204091,,aodofficer,Acquiring Operation Department,MEDAN,50626600,,,MEDAN,,,-,56102701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200204061,200204061,,aodofficer,Acquiring Operation Department,MEDAN,50372513,,,MEDAN,,,-,53006114,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203891,200203891,,aodofficer,Acquiring Operation Department,Pekalongan,30028505,,,Semarang,,,,30003119,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203890,200203890,,aodofficer,Acquiring Operation Department,MANADO,79083100,,1.00E+11,MAKASSAR,,,,86006601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203887,200203887,,aodofficer,Acquiring Operation Department,MEDAN,50100705,,,MEDAN,,,-,54002306,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203873,200203873,,aodofficer,Acquiring Operation Department,Bandung,40895900,,2927985,Bandung,,,,57008701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203858,200203858,,aodofficer,Acquiring Operation Department,Samarinda,33096300,,3180837,BALIKPAPAN,,,,33005403,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203819,200203819,,aodofficer,Acquiring Operation Department,MANADO,79099900,,1.00E+11,MAKASSAR,,,,86008201,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203817,200203817,,aodofficer,Acquiring Operation Department,PALU,78040700,,,MAKASSAR,,,,80009301-80009303,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203816,200203816,,aodofficer,Acquiring Operation Department,Jayapura,99117100,,1.00E+11,MAKASSAR,,,,9400 1301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203815,200203815,,aodofficer,Acquiring Operation Department,Samarinda,33068304,,2927884,BALIKPAPAN,,,,33001405,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203792,200203792,,aodofficer,Acquiring Operation Department,Jayapura,99128300,,1.00E+11,MAKASSAR,,,,9400 1701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203783,200203783,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60224900,,2927871,BALIKPAPAN,,,,61001501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203771,200203771,,aodofficer,Acquiring Operation Department,Pekalongan,30028505,,2927976,Semarang,,,,30003115,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203762,200203762,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60253100,,3180664,BALIKPAPAN,,,,60102201,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203748,200203748,,aodofficer,Acquiring Operation Department,PAKU,78035500,,,MAKASSAR,,,,,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203736,200203736,,aodofficer,Acquiring Operation Department,Jayapura,99129102,,1.00E+11,MAKASSAR,,,,9400 1805,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203735,200203735,,aodofficer,Acquiring Operation Department,PALU,78043100,,,MAKASSAR,,,,80107401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203729,200203729,,aodofficer,Acquiring Operation Department,MANADO,79076500,,1.00E+11,MAKASSAR,,,,86005901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203729,200203729,,aodofficer,Acquiring Operation Department,Pekalongan,30028505,,3180734,Semarang,,,,30003118,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203728,200203728,,aodofficer,Acquiring Operation Department,Bandung,40868500,,2928001,Bandung,,,,57005801,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203722,200203722,,aodofficer,Acquiring Operation Department,Pekalongan,30028505,,,Semarang,,,,30003117,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203717,200203717,,aodofficer,Acquiring Operation Department,MAKASSAR,80322500,,1.00E+11,MAKASSAR,,,,80101601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200203702,200203702,,aodofficer,Acquiring Operation Department,Jambi,94334500,,,Batam,,,,84003405,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200202241,200202241,,aodofficer,Acquiring Operation Department,Samarinda,33135900,,2495827,BALIKPAPAN,,,,34100301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200202237,200202237,,aodofficer,Acquiring Operation Department,Banjarmasin,62117900,,100002771,BALIKPAPAN,,,,65007101,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200201866,200201866,,aodofficer,Acquiring Operation Department,Pontianak,27263100,,3180767,BALIKPAPAN,,,,88009301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200201857,200201857,,aodofficer,Acquiring Operation Department,Bandung,40969200,,2943477,Bandung,,,,47005607,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200201848,200201848,,aodofficer,Acquiring Operation Department,MEDAN,50698300,,,MEDAN,,,-,57100501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,200027767,200027767,,aodofficer,Acquiring Operation Department,MANADO,79122300,,1.00E+11,MAKASSAR,,,,87010701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,98148896,98148896,,aodofficer,Acquiring Operation Department,Padang,26346500,,,Batam,,,,88105401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97110182,97110182,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180673,Bandung,,,,59107931,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97031241,97031241,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180674,Bandung,,,,59107926,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97031032,97031032,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961617,Bandung,,,,59107612,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97030503,97030503,,aodofficer,Acquiring Operation Department,MEDAN,50072800,,,MEDAN,,,-,53000701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,97030023,97030023,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36545503,,3084926,YOGYAKARTA,,,-,3600 88 04,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,66003308,66003308,,aodofficer,Acquiring Operation Department,Bandung,40956802,,3180684,Bandung,,,,59107925,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,21015277,21015277,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961619,Bandung,,,,59107916,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20063254,20063254,,aodofficer,Acquiring Operation Department,SOLO,43951900,,2495908,YOGYAKARTA,,,-,4600 60 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20032564,20032564,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961853,YOGYAKARTA,,,-,4600 11 15,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20030783,20030783,,aodofficer,Acquiring Operation Department,MAKASSAR,80394500,,,MAKASSAR,,,,80109101,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20028965,20028965,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961856,YOGYAKARTA,,,-,4600 11 06,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20027946,20027946,,aodofficer,Acquiring Operation Department,Sampit,74325900,,3180819,BALIKPAPAN,,,,51001601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024844,20024844,,aodofficer,Acquiring Operation Department,SOLO,43956900,,3084934,YOGYAKARTA,,,-,4600 65 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024782,20024782,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961711,Bandung,,,,58004513,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024762,20024762,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36545501,,3180852,YOGYAKARTA,,,-,3600 88 02,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024755,20024755,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961707,Bandung,,,,58004512,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024751,20024751,,aodofficer,Acquiring Operation Department,Bandung,40956800,,2961709,Bandung,,,,58004511,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024732,20024732,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961827,YOGYAKARTA,,,-,4600 11 26,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20024587,20024587,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961851,YOGYAKARTA,,,-,4600 11 13,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20022365,20022365,,aodofficer,Acquiring Operation Department,SOLO,43901900,,2961830,YOGYAKARTA,,,-,4600 11 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020850,20020850,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36820100,,3084933,YOGYAKARTA,,,-,3801 75 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020849,20020849,,aodofficer,Acquiring Operation Department,Semarang,30611100,,3180737,Semarang,,,,52008401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020414,20020414,,aodofficer,Acquiring Operation Department,Bandung,40956802,,2961620,Bandung,,,,59107611,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20020221,20020221,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36557502,,1775620,YOGYAKARTA,,,-,8062 22 03,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016922,20016922,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36674100,,1775923,YOGYAKARTA,,,-,3800 37 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016623,20016623,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60326500,,3180665,BALIKPAPAN,,,,60109501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016494,20016494,,aodofficer,Acquiring Operation Department,BALIKPAPAN,60339900,,1775830,BALIKPAPAN,,,,61100901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016441,20016441,,aodofficer,Acquiring Operation Department,MEDAN,50708300,,,MEDAN,,,-,57101601,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016342,20016342,,aodofficer,Acquiring Operation Department,Semarang,30028501,,,Semarang,,,,30008632,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016338,20016338,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36411000,,74264260,YOGYAKARTA,,,-,3500 61 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016334,20016334,,aodofficer,Acquiring Operation Department,Pontianak,27210700,,1775956,BALIKPAPAN,,,,88003701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016324,20016324,,aodofficer,Acquiring Operation Department,MANADO,79082300,,1.00E+11,MAKASSAR,,,,86006501,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016313,20016313,,aodofficer,Acquiring Operation Department,Batam,29547302,,,Batam,,,,23101308,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016276,20016276,,aodofficer,Acquiring Operation Department,MEDAN,50567500,,,MEDAN,,,-,56100701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016267,20016267,,aodofficer,Acquiring Operation Department,Batam,29547300,,,Batam,,,,23101302,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016265,20016265,,aodofficer,Acquiring Operation Department,Batam,29547300,,,Batam,,,,23101301,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016238,20016238,,aodofficer,Acquiring Operation Department,MAKASSAR,80343300,,,MAKASSAR,,,,80103701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016234,20016234,,aodofficer,Acquiring Operation Department,Banjarmasin,62120300,,3180820,BALIKPAPAN,,,,65007401,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016203,20016203,,aodofficer,Acquiring Operation Department,MANADO,79003000,,1.00E+11,MAKASSAR,,,,86008701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016026,20016026,,aodofficer,Acquiring Operation Department,Bandung,40937700,,1775736,Bandung,,,,58002903,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20016008,20016008,,aodofficer,Acquiring Operation Department,YOGYAKARTA,36708300,,3180792,YOGYAKARTA,,,-,3800 71 01,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015997,20015997,,aodofficer,Acquiring Operation Department,Bandung,40937700,,1775707,Bandung,,,,58002901,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015987,20015987,,aodofficer,Acquiring Operation Department,Pontianak,27227302,,3180760,BALIKPAPAN,,,,88005503,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015979,20015979,,aodofficer,Acquiring Operation Department,Banjarmasin,62133700,,1775626,BALIKPAPAN,,,,65008701,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015978,20015978,,aodofficer,Acquiring Operation Department,Banjarmasin,62118700,,1775958,BALIKPAPAN,,,,65007201,purchase
ADAPTOR,EDC,ADAPTOR,Straight line,1,IDR,0,,0,1/1/2000,,,,,,20015972,20015972,,aodofficer,Acquiring Operation Department,Bandung,40881602,,2927979,Bandung,,,,57007203,purchase
